"BASEPIC","TL","TT","TR","ML","MM","MR","BL","BB","BR","Field10"
"C5X30 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C15286 45 31 35 H 000000","","","","","","","","","",""
"TB-TankerBattle-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#BZ15 BattleExperimental 500kdt J4 1G 12","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"battleship.bmp c c D0D0D0","","","","","","","","","",""
"BZ15- 2 1 35 H 000000","","","","","","","","","",""
"BATTLESHIP- 2 7 35 H 000000","","","","","","","","","",""
"EXPERIMENTAL 2 13 35 H 000000","","","","","","","","","",""
"500K=+15 2 19 35 H 000000","","","","","","","","","",""
"DR 2 25 35 H 000000","","","","","","","","","",""
"HP 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL12 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"1G 23 49 35 H 000000","","","","","","","","","",""
"6X500 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"3000 45 31 35 H 000000","","","","","","","","","",""
"BZ-BattleExperimental-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#BS15 BattleShip Strike 200kdt J6 1G 12","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"battleship.bmp c c D0D0D0","","","","","","","","","",""
"BS15- 2 1 35 H 000000","","","","","","","","","",""
"STRIKE- 2 7 35 H 000000","","","","","","","","","",""
"BATTLESHIP 2 13 35 H 000000","","","","","","","","","",""
"200K=+14  2 19 35 H 000000","","","","","","","","","",""
"DR 2 25 35 H 000000","","","","","","","","","",""
"HP 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL12 23 37 35 H 000000","","","","","","","","","",""
"J6 23 43 35 H 000000","","","","","","","","","",""
"1G 23 49 35 H 000000","","","","","","","","","",""
"C26X200 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C2233 45 31 35 H 000000","","","","","","","","","",""
"BS-BattleShipStrike-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#CA11 CruiserArmoured 100kdt J2 4G 9+","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"cruiser.bmp c c D0D0D0","","","","","","","","","",""
"CA11- 2 1 35 H 000000","","","","","","","","","",""
"ARMOURED-CRUISER 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"100K 2 19 35 H 000000","","","","","","","","","",""
"#225 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#237 2 37 35 H 000000","","","","","","","","","",""
"#243 2 43 35 H 000000","","","","","","","","","",""
"#249 2 49 35 H 000000","","","","","","","","","",""
"#231 23 1 35 H 000000","","","","","","","","","",""
"#237 23 7 35 H 000000","","","","","","","","","",""
"#2313 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL9+ 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#451 45 1 35 H 000000","","","","","","","","","",""
"#457 45 7 35 H 000000","","","","","","","","","",""
"#4513 45 13 35 H 000000","","","","","","","","","",""
"24X100 45 19 35 H 000000","","","","","","","","","",""
"0 45 25 35 H 000000","","","","","","","","","",""
"2085 45 31 35 H 000000","","","","","","","","","",""
"#4537 45 37 35 H 000000","","","","","","","","","",""
"#4543 45 43 35 H 000000","","","","","","","","","",""
"#4549 45 49 35 H 000000","","","","","","","","","",""
"CA-CruiserArmoured-9.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#CA12 CruiserArmoured 100kdt J3 4G 10","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"cruiser.bmp c c D0D0D0","","","","","","","","","",""
"CA12- 2 1 35 H 000000","","","","","","","","","",""
"ARMOURED-CRUISER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"100K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"18X100 45 19 35 H 000000","","","","","","","","","",""
"10 45 25 35 H 000000","","","","","","","","","",""
"569 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"CA-CruiserArmoured-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#CA13 CruiserArmoured 100kdt J4 4G 10+","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"cruiser.bmp c c D0D0D0","","","","","","","","","",""
"CA13- 2 1 35 H 000000","","","","","","","","","",""
"ARMOURED-CRUISER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"100K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10+ 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"15X100 45 19 35 H 000000","","","","","","","","","",""
"105 45  25 35 H 000000","","","","","","","","","",""
"2202 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"CA-CruiserArmoured-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#CA14 CruiserArmoured 100kdt J4 4G 11","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"cruiser.bmp c c D0D0D0","","","","","","","","","",""
"CA14- 2 1 35 H 000000","","","","","","","","","",""
"ARMOURED-CRUISER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"100K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"#DF 2 37 35 H 000000","","","","","","","","","",""
"#MISS 2 43 35 H 000000","","","","","","","","","",""
"#SKILL 2 49 35 H 000000","","","","","","","","","",""
"#MEN 23 1 35 H 000000","","","","","","","","","",""
"#SQDRN 23 7 35 H 000000","","","","","","","","","",""
"#SHIPS 23 13 35 H 000000","","","","","","","","","",""
"#2319 23 19 35 H 000000","","","","","","","","","",""
"#2325 23 25 35 H 000000","","","","","","","","","",""
"#2331 23 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL11 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"4G 23 49 35 H 000000","","","","","","","","","",""
"#MEN 45 1 35 H 000000","","","","","","","","","",""
"#FLEET 45 7 35 H 000000","","","","","","","","","",""
"#SHIPS 45 13 35 H 000000","","","","","","","","","",""
"13X100 45 19 35 H 000000","","","","","","","","","",""
"10 45 25 35 H 000000","","","","","","","","","",""
"305 45 31 35 H 000000","","","","","","","","","",""
"#FP 45 37 35 H 000000","","","","","","","","","",""
"#BEAM 45 43 35 H 000000","","","","","","","","","",""
"#SKILL 45 49 35 H 000000","","","","","","","","","",""
"CA-CruiserArmoured-11.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"#CA15 CruiserArmoured 100kdt J4 4G 12","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"cruiser.bmp c c D0D0D0","","","","","","","","","",""
"CA15- 2 1 35 H 000000","","","","","","","","","",""
"ARMOURED-CRUISER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"100K 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BB-TIGRESS-12.bmp c c D0D0D0","","","","","","","","","",""
"BB-TIGRESS 2 1 35 H 000000","","","","","","","","","",""
"DREADNOUGHT 2 7 35 H 000000","","","","","","","","","",""
"#CRUISER 2 13 35 H 000000","","","","","","","","","",""
"500KDT 2 19 35 H 000000","","","","","","","","","",""
"#DR100 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000 ","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL12 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"6G 23 49 35 H 000000","","","","","","","","","",""
"C4054 45 19 35 H 000000","","","","","","","","","",""
"P300 45 25 35 H 000000","","","","","","","","","",""
"C0 45 31 35 H 000000","","","","","","","","","",""
"BB-Tigress-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"#","Type BB - DREADNOUGHT","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BB-PLANKWELL-12.bmp c c D0D0D0","","","","","","","","","",""
"BB-PLANKWELL 2 1 35 H 000000","","","","","","","","","",""
"DREADNOUGHT 2 7 35 H 000000","","","","","","","","","",""
"#CRUISER 2 13 35 H 000000","","","","","","","","","",""
"200KDT 2 19 35 H 000000","","","","","","","","","",""
"#DR100 2 25 35 H 000000","","","","","","","","","",""
"#231 2 31 35 H 000000 ","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL12 23 37 35 H 000000","","","","","","","","","",""
"J4 23 43 35 H 000000","","","","","","","","","",""
"5G 23 49 35 H 000000","","","","","","","","","",""
"C1163 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C0 45 31 35 H 000000","","","","","","","","","",""
"BB-Plankwell-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"#","Type BB - DREADNOUGHT","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BB-KOKIRRAK-12.bmp c c D0D0D0","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"1G 23 49 35 H 000000","","","","","","","","","",""
"C25 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C3232.5 45 31 35 H 000000","","","","","","","","","",""
"M-Rikiamid-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
