"Name","Location","SDAHPGLT","Base","Remarks","Zone","Gas","Sector","SubSector","SubSectorN","CargoBase","Trade","Star1","Star2","Star3","HW-SDAHPLT","Algn","PAG","ZonedFor","Detailed","Hard1","Hard2","Hard3","Hard4"
"Cansius","330","C4317BA8","S","","","G","DENEB","I","STAR LANE","4800","Na Po","M9 V","G6 D","K6 D","CSTDHEA","Dd","901","","","","","",""
"Rouenet","422","C362201B","","","","G","DENEB","I","STAR LANE","8100","Lo Ni","K0 V","","","CSSRMLH","Dd","705","","","","","",""
"Isurkun","524","A441334A","","","","G","DENEB","I","STAR LANE","5000","Lo Ni Po","G4 IV","","","ASSDMMH","Dd","721","","","","","",""
"Sejmal","525","C210643A","","C0","","G","DENEB","I","STAR LANE","7000","Na Ni","K4 V","","","CSVDHMH","Dd","534","","","","","",""
"Moltke","529","C646110B","S","","","G","DENEB","I","STAR LANE","8100","Lo Ni","M6 V","K9 D","","CMSWLNH","Dd","204","","","","","",""
"Mushinag","622","D5755568","S","","","","DENEB","I","STAR LANE","6800","Ag Ni","F6 V","","","DMDWMMA","Dd","520","","","","","",""
"Araa","623","C566254A","S","","","G","DENEB","I","STAR LANE","8000","Lo Ni","F7 V","M4 D","","CMSWMMH","Dd","522","","","","","",""
"Helmuth","624","C8462038","S","","","G","DENEB","I","STAR LANE","7800","Lo Ni","M9 III","","","CLSWMMA","Dd","922","","","","","",""
"Kemal","626","B5667867","","","","G","DENEB","I","STAR LANE","4700","Ag Ri","F3 V","","","BMSWHMA","Dd","323","","","","","",""
"Askigaak","629","E549AA8C","","","","G","DENEB","I","STAR LANE","6200","Hi In","M1 V1","","","EMSWHHH","Dd","901","","","","","",""
"Shen-Yang","727","C6655205","","","","G","DENEB","I","STAR LANE","5500","Ag Ni","F7 V","K1 V","","CMSWMNE","Dd","502","","","","","",""
"Norg","729","A000114D","N","","","","DENEB","I","STAR LANE","6300","As Lo Ni Va","M7 V","","","AAVDLMH","Dd","710","","","","","",""
"Sultana","730","B6494149","","","","G","DENEB","I","STAR LANE","5900","Ni","M5 III","","","BMSWMMH","Dd","521","","","","","",""
"Tlaza","824","C303100A","","","","G","DENEB","I","STAR LANE","9000","Ic Lo Ni Va","M6 V","","","CSVRLNH","Dd","913","","","","","",""
"Imone","826","A9C1555F","","Cp","","G","DENEB","I","STAR LANE","6500","Fl Ni","M0 V","","","ALEDMMH","Dd","613","","","","","",""
"Skopyeh","827","B500534C","","","","G","DENEB","I","STAR LANE","7200","Ni Va","F9 V","M9 D","","BMVDMMH","Dd","902","","","","","",""
"Burnham","828","B6643798","N","","","G","DENEB","I","STAR LANE","6800","Lo Ni","K3 VI","","","BMSWMEA","Dd","501","","","","","",""
"Bulkt Seng","830","C4423348","","","","G","DENEB","I","STAR LANE","6800","Lo Ni Po","M4 III","","","CSSRMMA","Dd","404","","","","","",""
"Norhammon","921","B764667A","A","","","","DENEB","J","VINCENNES","6000","Ag Ni Ri","M5 VI","","","BMSWHMH","Dd","620","","","","","",""
"Teyobald","922","B8B3545D","","","","G","DENEB","J","VINCENNES","7300","Fl Ni","M4 VI","F0 D","","BLERMMH","Dd","822","","","","","",""
"Ibix Donora","925","C3322459","","","","G","DENEB","J","VINCENNES","6900","Lo Ni Po","K1 V","M3 V","","CSTRMMH","Dd","901","","","","","",""
"Sipedon","929","E3536AB8","","","","G","DENEB","J","VINCENNES","7800","Ni Po","M4 V","K0 D","","ESSRHEA","Dd","902","","","","","",""
"Arnyl","930","B6836978","A","","","G","DENEB","J","VINCENNES","6800","Ni Ri","G2 D","","","BMDRHMA","Dd","723","","","","","",""
"Irumunu","1023","B7B3620C","W","","","G","DENEB","J","VINCENNES","7200","Fl Ni","M6 VI","M6 VI","","BMERHNH","Dd","101","","","","","",""
"Frisgar","1025","E4247529","","","","G","DENEB","J","VINCENNES","7900","","M1 V","K7 V","K7 V","ESTWHMH","Dd","401","","","","","",""
"Burtrum","1026","C5387A98","","","","G","DENEB","J","VINCENNES","5800","","M3 V","M0 VI","","CMTWHEA","Dd","501","","","","","",""
"Prege","1030","B79A6789","","","","G","DENEB","J","VINCENNES","5900","Ni Wa","M2 V","","","BMEAHHH","Dd","702","","","","","",""
"Vincennes","1122","A899AA6G","","Cp","","G","DENEB","J","VINCENNES","2600","Hi In","M7 V","K1 V","G1 V","ALEWHMH","Dd","113","","","","","",""
"Eriris","1123","D6794437","","","","G","DENEB","J","VINCENNES","7700","Ni","F1 V","","","DMDWMMA","Dd","913","","","","","",""
"Dekha","1128","C100A9AF","S","","","","DENEB","J","VINCENNES","5500","Hi In Na Va","M6 V","F 3V","","CSVDHEH","Dd","210","","","","","",""
"Perez","1221","C5362246","","","","G","DENEB","J","VINCENNES","7600","Lo Ni","M6 VI","K8 D","","CMTWMME","Dd","801","","","","","",""
"Montane","1223","C6831047","","","","G","DENEB","J","VINCENNES","7700","Lo Ni","G8 V","","","CMDRLMA","Dd","122","","","","","",""
"Achemadon","1224","A3477BBA","","","","G","DENEB","J","VINCENNES","3000","Ag","M7 V","M3 VI","","ASSWHEH","Dd","701","","","","","",""
"Bishop","1226","B201553F","S","","","G","DENEB","J","VINCENNES","7500","Ic Ni Va","M6 II","","","BSVDMMH","Dd","524","","","","","",""
"Taburi Nen","1227","A44658AB","","","","G","DENEB","J","VINCENNES","4100","Ag Ni","M7 V","","","ASSWMEH","Dd","121","","","","","",""
"Djar","1229","C3008CE7","S","","","G","DENEB","J","VINCENNES","6700","Na Va","F0 V","M4 D","","CSVDHEA","Dd","102","","","","","",""
"Al-Uqayr","1323","E5672595","","","","G","DENEB","J","VINCENNES","9500","Lo Ni","F2 V","","","EMSWMEE","Dd","513","","","","","",""
"Jonkeer","1324","C4908C99","S","","","G","DENEB","J","VINCENNES","6900","De","M1 V","","","CSEDHEH","Dd","401","","","","","",""
"Medard","1327","B321425C","","","","G","DENEB","J","VINCENNES","5200","Ni Po","K9 V","G0 D","M0 D","BSTDMMH","Dd","701","","","","","",""
"Sarden","1424","E5526527","","","","G","DENEB","J","VINCENNES","7700","Ni Po","M6 V","","","EMSRHMA","Dd","501","","","","","",""
"Kew","1426","C512103B","","","","G","DENEB","J","VINCENNES","8100","Ic Lo Ni","M3 V","","","CMVRLMH","Dd","313","","","","","",""
"Condamine","1428","C6655787","","","","G","DENEB","J","VINCENNES","5700","Ag Ni","F9 V","M0 V","","CMSWMHA","Dd","921","","","","","",""
"Ishirl","1429","E36598A7","","","","G","DENEB","J","VINCENNES","6700","Hi","F7 V","M0 VI","K0 VI","ESSWHEA","Dd","521","","","","","",""
"Eretaro","1430","C9C4100B","","","","G","DENEB","J","VINCENNES","9100","Fl Lo Ni","M3 V","K9 D","","CLEWLNH","Dd","901","","","","","",""
"Redemption","1722","X1406341","","","A","G","DENEB","K","USANI","10100","De Ni Po","G0 V","","","XSSDHMI","Dd","033","","","","","",""
"Woaros","1726","X7476781","","","R","G","DENEB","K","USANI","9100","Ag Ni","K4 V","","","XMSWHHI","Dd","014","","","","","",""
"Monogan","1728","E10056A8","","","","G","DENEB","K","USANI","9800","Ni Va","K2 D","M0 D","","ESVDMEA","Dd","902","","","","","",""
"Gatooma","1730","E1005667","","","","G","DENEB","K","USANI","9700","Ni Va","M8 II","","","ESVDMMA","Dd","424","","","","","",""
"Rolvaaq","1821","E3803457","","","","G","DENEB","K","USANI","10700","De Lo Ni","F6 V","K1 D","","ESDDMMA","Dd","804","","","","","",""
"Tetzel","1823","B643232B","N","An","A","G","DENEB","K","USANI","6100","Lo Ni Po","F3 V","M6 D","","BMSRMMH","Dd","301","","","","","",""
"Farraco","1824","E200478A","","","","G","DENEB","K","USANI","10000","Ni Va","K7 V","","","ESVDMHH","Dd","112","","","","","",""
"Eshamilii","1826","A334343B","S","","","G","DENEB","K","USANI","6100","Lo Ni","F2 IV","","","ASTWMMH","Dd","323","","","","","",""
"Prefecture","1827","E1307B69","","","","G","DENEB","K","USANI","7900","De Na Po","G1 D","","","ESTDHMH","Dd","724","","","","","",""
"Bisistra","1829","B357579D","N","","","G","DENEB","K","USANI","5300","Ag Ni","M0 V","","","BSSWMEH","DD","802","","","","","",""
"Ronsard","1830","DA896548","S","","","G","DENEB","K","USANI","8800","Ni Ri","G5 V","M5 D","","DLDWHMA","Dd","225","","","","","",""
"Liran","1923","B10008B8","A","","","G","DENEB","K","USANI","7800","Lo Ni Va","M5 VI","G5 D","M5 D","BSVDLEA","Dd","811","","","","","",""
"Deneb","1925","B537ADDC","N","Cx","","","DENEB","K","USANI","4200","Hi","A2 IA","","","BMTWHEH","Dd","610","","","","","",""
"Amshal","1926","B6873659","N","","","G","DENEB","K","USANI","6900","Lo Ni","M0 VI","","","BMDWMMH","Dd","622","","","","","",""
"Thussor Ozoam","1927","X2451018","","","R","G","DENEB","K","USANI","11800","Lo Ni","M1 V","G3 III","","XSSWLLA","Dd","615","","","","","",""
"Exile","1928","X7992124","","Pr","R","","DENEB","K","USANI","11400","Lo Ni","M8 V","","","XMEWMMR","Dd","810","","","","","",""
"Turkoman","1930","B9C67CB7","","","","","DENEB","K","USANI","5700","Fl","A4 V","","","BLEWHEA","Dd","220","","","","","",""
"Bruyere","2023","C524367B","S","Cw","","G","DENEB","K","USANI","8100","Lo Ni","F0 D","","","CMTWMMH","Dd","422","","","","","",""
"Minocoy","2024","B422505D","N","","","","DENEB","K","USANI","5300","Ni Po","G4 V","K5 V","","BSTRMMH","Dd","620","","","","","",""
"Avernus","2027","E8865A64","","","","G","DENEB","K","USANI","7400","Ag Ni","M3 V","M9 VI","","ELDWMMR","Dd","602","","","","","",""
"Nyasal","2028","B300653D","N","","","G","DENEB","K","USANI","7300","Na Ni Va","M2 V","F0 V","","BSVDHMH","Dd","324","","","","","",""
"Arcanum","2126","X3348683","","Rs","R","","DENEB","K","USANI","9300","","M6 V","","","XSTWHHR","Dd","810","","","","","",""
"Nushukha","2127","E3101007","","","","G","DENEB","K","USANI","9700","Lo Ni","G7 V","G7 V","","ESVDLNA","Dd","215","","","","","",""
"Byblos","2223","C6738BD7","S","","","G","DENEB","K","USANI","5700","","M1 V","","","CMDRHEA","Dd","601","","","","","",""
"Revoc","2224","C9AA577A","S","","","G","DENEB","K","USANI","8000","Fl Ni Wa","F7 V","M2 D","","CLEAMMH","Dd","502","","","","","",""
"Usani","2225","A452699C","N","Cp","","G","DENEB","K","USANI","4200","Ni Po","M0 D","","","ASSRHEH","Dd","202","","","","","",""
"Sage","2322","A463310A","","","","","DENEB","K","USANI","6000","Lo Ni","A5 III","M1 V","","ASSRMNH","Dd","120","","","","","",""
"Azed Bek","2323","C766300B","S","","","","DENEB","K","USANI","8100","Lo Ni","M5 V","","","CMSWMNH","Dd","610","","","","","",""
"Ayers","2424","C230668A","S","","","G","DENEB","K","USANI","7000","De Na Ni Po","F8 V","","","CSTDHHH","Dd","323","","","","","",""
"Hysyl","2425","C2407A97","S","","","G","DENEB","K","USANI","5700","De Po","M8 D","","","CSSDHEA","Dd","702","","","","","",""
"Geniishir","2521","A110123D","N","Cp","","G","DENEB","L","GENISHIR","6300","Lo Ni","K8 D","","","ASVDLMH","Dd","302","","","","","",""
"Maelstrom","2522","B79A855D","","C5 RsG","","G","DENEB","L","GENISHIR","5300","Wa","M0 V","M3 VI","G3 V","BMEAHMH","Dd","702","","","","","",""
"Exotrope","2523","D3006744","S","","","G","DENEB","L","GENISHIR","8400","Na Ni Va","M6 V","M6 V","","DSVDHMR","Dd","401","","","","","",""
"Newpenton","2721","C495321A","","","","G","DENEB","L","GENISHIR","8000","Lo Ni","M2 V","","","CSEWMLH","Dd","703","","","","","",""
"Iruku","138","B21048A9","","","","G","DENEB","M","GULF","5900","Ni","F1 V","M2 VI","","BSVDMEH","Dd","501","","","","","",""
"Inkekush","233","A140548E","N","","","G","DENEB","M","GULF","5400","De Ni Po","F9 V","M2 V","","ASSDMHH","Dd","631","","","","","",""
"Saguenay","235","B438256F","N","","","G","DENEB","M","GULF","7500","Lo Ni","M0 V","","","BSTWMMH","Dd","324","","","","","",""
"Taman","237","E8743004","","","","","DENEB","M","GULF","9400","Lo Ni","M7 V","M3 VI","","ELDWMNR","Dd","810","","","","","",""
"Nouakchat","238","C5321167","","","","G","DENEB","M","GULF","6700","Lo Ni Po","M9 D","","","CMTRLMA","Dd","103","","","","","",""
"Aosta","332","A669236C","","Rs","","G","DENEB","M","GULF","6200","Lo Ni","M1 V","","","AMSWMMH","Dd","412","","","","","",""
"Furens","334","C8AA698A","","","","G","DENEB","M","GULF","8000","Fl Ni Wa","M2 V","M9 D","","CLEAHHH","Dd","603","","","","","",""
"Uparaku","336","B4845549","W","","","G","DENEB","M","GULF","4900","Ag Ni","M2 V","","","BSDWMMH","Dd","301","","","","","",""
"Tuwayk","339","B672843A","","","","G","DENEB","M","GULF","5000","","M8 V","","","BMDRHMH","Dd","501","","","","","",""
"Zyedi","431","E5514435","","","","G","DENEB","M","GULF","7500","Ni Po","K3 IV","","","EMSDMME","Dd","501","","","","","",""
"Endup","436","D6939EG9","","","","G","DENEB","M","GULF","4900","Hi In","M6 V","G5 D","","DMERHEH","Dd","104","","","","","",""
"Beaxon","439","D88AA99C","","","A","G","DENEB","M","GULF","6200","Hi Wa","F1 D","","","DLDAHEH","Dd","923","","","","","",""
"Noghon","440","D79798B9","","","","G","DENEB","M","GULF","4900","Hi In","F5 V","M6 D","","DMEWHEH","Dd","521","","","","","",""
"Brlaxis","531","C120445D","","","","G","DENEB","M","GULF","7300","De Ni Po","M1 V","M9 V","","CSTDMMH","Dd","901","","","","","",""
"Marlcutin","534","B764000A","N","","","G","DENEB","M","GULF","8000","Ba Lo Ni","F9 V","K5 VI","","BMSWLNH","Dd","213","","","","","",""
"Preslin","633","B130679E","N","","","","DENEB","M","GULF","6400","De Na Ni Po","M2 II","","","BSTDHEH","Dd","310","","","","","",""
"Brufort","638","C6696426","","","","","DENEB","M","GULF","7600","Ni Ri","M5 V","F5 III","","CMSWHME","Dd","420","","","","","",""
"Oevar","731","A2326AEF","A","Cp","","G","DENEB","M","GULF","4500","Na Ni Po","M6 V","","","ASTRHEH","Dd","403","","","","","",""
"Raguseppe","734","B410555B","","","","","DENEB","M","GULF","6100","Ni","M0 V","K5 D","","BSVDMMH","Dd","710","","","","","",""
"Klangya","735","C7C0200C","S","","","G","DENEB","M","GULF","9200","De Lo Ni","M3 V","","","CMEDMNH","Dd","714","","","","","",""
"Taormina","737","D3216AE7","","","","G","DENEB","M","GULF","6700","Na Ni Po","G8 V","","","DSTDHEA","Dd","834","","","","","",""
"Mtensc","740","D351454A","","","","G","DENEB","M","GULF","7000","Ni Po","M0 VI","","","DSSDMMH","Dd","123","","","","","",""
"Mephit","833","C9B84367","S","","","G","DENEB","M","GULF","7700","Fl Ni","G6 V","K4 VI","","CLEWMMA","Dd","302","","","","","",""
"Echura","933","C6837AB8","","","","G","DENEB","N","ZENG","5800","","M1 V","","","CMDRHEA","Dd","603","","","","","",""
"Inquar","935","B8B5754B","S","","","G","DENEB","N","ZENG","6100","Fl","M6 III","","","BLEWHMH","Dd","723","","","","","",""
"Tullyhome","936","D66977A5","","","","G","DENEB","N","ZENG","7500","Ri","F2 V","M1 V","","DMSWHEE","Dd","401","","","","","",""
"Sestos","939","D5A68787","","","","G","DENEB","N","ZENG","7700","Fl","K6 V","M6 V","","DMEWHHA","Dd","803","","","","","",""
"Quinthept","1032","C521575B","","","","G","DENEB","N","ZENG","6100","Ni Po","F0 V","","","CMTDMMH","Dd","521","","","","","",""
"Storm","1035","CAD6223B","","","","G","DENEB","N","ZENG","9100","Fl Lo Ni","M0 V","","","CLEWMMH","Dd","614","","","","","",""
"Timmer","1038","C3626528","S","","","G","DENEB","N","ZENG","7800","Ni Ri","M6 V","K3 VI","","CSSRHMA","Dd","214","","","","","",""
"Keirel","1133","C110330C","S","","","G","DENEB","N","ZENG","8200","Lo Ni","M7 V","","","CSVDMNH","Dd","734","","","","","",""
"Lilad","1135","C447AAEE","","","","G","DENEB","N","ZENG","4400","Hi In","M6 V","","","CSSWHEH","Dd","824","","","","","",""
"Third Mu","1137","BA7A210C","","","","G","DENEB","N","ZENG","7200","Lo Ni Wa","K3 V","","","BLDAMNH","Dd","225","","","","","",""
"Ushashin","1138","EA9A2107","","","","G","DENEB","N","ZENG","9700","Lo Ni Wa","M7 V","","","ELEAMNA","Dd","734","","","","","",""
"Orlryu","1140","B5365349","","","","G","DENEB","N","ZENG","5900","Ni","M4 V","M3 VI","","BMTWMMH","Dd","901","","","","","",""
"Point Ay","1231","C460524B","","","","G","DENEB","N","ZENG","8100","De Ni","M1 V","","","CSSDMMH","Dd","902","","","","","",""
"Veldt","1235","C4677548","S","","","G","DENEB","N","ZENG","5800","Ag Ri","F6 V","","","CSSWHMA","Dd","514","","","","","",""
"Muntgumree","1238","B2536668","A","","","G","DENEB","N","ZENG","4800","Ni Po","K1 V","","","BSSRHMA","Dd","303","","","","","",""
"Giffert","1332","B7A9557E","","","","","DENEB","N","ZENG","7400","Fl Ni","F5 V","K1 D","","BMEWMMH","Dd","220","","","","","",""
"Shiiku","1333","D6507BF6","S","","","G","DENEB","N","ZENG","6600","De Po","M0 V","","","DMSDHEE","Dd","522","","","","","",""
"Giranima","1334","D7979C89","S","","","G","DENEB","N","ZENG","4900","Hi In","K9 V","M1 V","","DMEWHHH","Dd","313","","","","","",""
"Dawn","1336","AA9A531C","N","","","G","DENEB","N","ZENG","5200","Ni Wa","M9 V","","","ALEAMLH","Dd","403","","","","","",""
"Unxava","1337","B6776277","","","","G","DENEB","N","ZENG","4700","Ag Ni","G3 IV","","","BMDWHMA","Dd","723","","","","","",""
"Sorel","1338","B539113C","N","","","G","DENEB","N","ZENG","7200","Lo Ni","K6 V","K8 D","","BMTWLMH","Dd","601","","","","","",""
"Zeng","1339","A226446C","N","Cp","","G","DENEB","N","ZENG","5200","Ni","M3 V","","","ASTWMMH","Dd","411","","","","","",""
"Agdarmi","1340","B266799A","","","","G","DENEB","N","ZENG","5000","Ag Ri","M8 III","","","BSSWHEH","Dd","724","","","","","",""
"Pashus","1432","A232455G","S","Rs","","G","DENEB","N","ZENG","4600","Ni Po","A9 V","","","ASTRMMH","Dd","812","","","","","",""
"Atab","1433","C140899A","S","","","G","DENEB","N","ZENG","6000","De Po","G7 V","M7 VI","","CSSDHEH","Dd","303","","","","","",""
"Quirinal","1435","C6517549","","","","G","DENEB","N","ZENG","4900","Po","M9 V","M9 V","G2 D","CMSDHMH","Dd","101","","","","","",""
"Isidor","1436","C3715658","","","","G","DENEB","N","ZENG","6800","Ni","M0 II","","","CSDDMMA","Dd","623","","","","","",""
"Breit-Tuve","1439","C325574B","","","","G","DENEB","N","ZENG","7100","Ni","M1 V","","","CSTWMMH","Dd","811","","","","","",""
"Fessenden","1440","C4357CC6","","","","G","DENEB","N","ZENG","5600","","M1 VI","","","CSTWHEE","Dd","401","","","","","",""
"Rif","1732","C6872006","","","","G","DENEB","O","KAMIAR","7600","Lo Ni","F4 V","G4 IV","","CMDWMNE","Dd","702","","","","","",""
"Imazura","1733","C5555559","S","","","G","DENEB","O","KAMIAR","5900","Ag Ni","M8 V","","","CMSWMMH","Dd","203","","","","","",""
"Takhira","1831","B9C52238","A","","","G","DENEB","O","KAMIAR","7800","Fl Lo Ni","M7 D","","","BLEWMMA","Dd","722","","","","","",""
"Kamiar","1832","B387462C","N","","","","DENEB","O","KAMIAR","6200","Ni","M2 V","","","BSDWMMH","Dd","810","","","","","",""
"Javan","2131","C77A135A","S","","","","DENEB","O","KAMIAR","8000","Lo Ni Wa","M0 III","","","CMDALMH","Dd","510","","","","","",""
"Catacomb","2234","A8A7551B","","","","G","DENEB","O","KAMIAR","6100","Fl Ni","K1 V","K4 D","","ALEWMLH","Cs","201","","","","","",""
"Lorin Antune","2734","D5258673","","","","","DENEB","P","VAST HEAVENS","6300","","M2 V","M2 V","","DMTWHMR","Na","410","","","","","",""
"Asharam","3031","C76279A3","","","","G","DENEB","P","VAST HEAVENS","6300","Ri","G9 D","","","CMSRHER","Cs","622","","","","","",""
"Aladon","103","B6579CBF","","404 Im G0","","G","DIASPORA","A","NARQUEL","4500","Hi","G0 V","","","BMSWHEH","Im","404","","","","","",""
"Maxalla","104","A596444E","","115 Im M1","","G","DIASPORA","A","NARQUEL","5400","Ni","M1 IV","","","AMEWMMH","Im","115","","","","","",""
"Sikora","108","E8746269","","104 Im K2","","G","DIASPORA","A","NARQUEL","7900","Ag Ni","K2 V","","","ELDWHMH","Im","104","","","","","",""
"Chipper","202","B7C0743E","N","803 Im M3","","G","DIASPORA","A","NARQUEL","6400","De","M3 V","","","BMEDHMH","Im","803","","","","","",""
"Rann","206","X89A9AB8","","314 Im K4","R","G","DIASPORA","A","NARQUEL","7800","Hi In Wa","K4 V","","","XLEAHEA","Im","314","","","","","",""
"Justi","207","B686567E","S","304 Im M4","","G","DIASPORA","A","NARQUEL","5400","Ag Ni","M4 V","","","BMDWMMH","Im","304","","","","","",""
"Soyuz","209","B300948F","","401 Im M0","","G","DIASPORA","A","NARQUEL","4500","Hi In Na Va","M0 II","","","BSVDHHH","Im","401","","","","","",""
"Jumar","303","C000001E","","305 Im A8","","G","DIASPORA","A","NARQUEL","8400","As Lo Ni Va","A8 V","","","CAVDLLH","Im","305","","","","","",""
"Jae Mona","306","B200544E","","923 Im K0","A","G","DIASPORA","A","NARQUEL","7400","Ni Va","K0 V","","","BSVDMMH","Im","923","","","","","",""
"Bayse","310","X6859A87","","505 Im K1","R","G","DIASPORA","A","NARQUEL","8700","Hi","K1 V","","","XMDWHHA","Im","505","","","","","",""
"Kampala","401","B645352F","","104 Im K6","","G","DIASPORA","A","NARQUEL","7500","Lo Ni","K6 V","M6 D","","BMSWMMH","Im","104","","","","","",""
"Apinar","402","A542310F","","423 Im M4","","G","DIASPORA","A","NARQUEL","5500","Lo Ni Po","M4 V","","","AMSRMNH","Im","423","","","","","",""
